DATE,DailyAverageDryBulbTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature
2016-06-15T23:59:00,64,68,60
2016-06-16T23:59:00,64,70,58
2016-06-17T23:59:00,68,76,60
2016-06-18T23:59:00,69,78,60
2016-06-19T23:59:00,74,83,64
2016-06-20T23:59:00,77,85,69
2016-06-21T23:59:00,71,74,67
2016-06-22T23:59:00,70,74,65
2016-06-23T23:59:00,68,72,64
2016-06-24T23:59:00,67,71,63
2016-06-25T23:59:00,67,71,62
2016-06-26T23:59:00,68,73,63
2016-06-27T23:59:00,73,78,67
2016-06-28T23:59:00,70,74,66
2016-06-29T23:59:00,71,75,66
2016-06-30T23:59:00,70,74,66
2016-07-01T23:59:00,67,70,64
2016-07-02T23:59:00,67,71,63
2016-07-03T23:59:00,67,70,63
2016-07-04T23:59:00,69,72,65
2016-07-05T23:59:00,69,73,65
2016-07-06T23:59:00,67,70,64
2016-07-07T23:59:00,68,72,63
2016-07-08T23:59:00,68,72,63
2016-07-09T23:59:00,69,75,62
2016-07-10T23:59:00,70,75,65
2016-07-11T23:59:00,68,72,64
2016-07-12T23:59:00,68,71,64
2016-07-13T23:59:00,70,74,65
2016-07-14T23:59:00,70,75,65
2016-07-15T23:59:00,70,74,66
2016-07-16T23:59:00,70,73,66
2016-07-17T23:59:00,71,75,66
2016-07-18T23:59:00,71,74,67
2016-07-19T23:59:00,71,77,65
2016-07-20T23:59:00,74,81,67
2016-07-21T23:59:00,75,83,67
2016-07-22T23:59:00,76,84,67
2016-07-23T23:59:00,76,85,67
2016-07-24T23:59:00,74,80,68
2016-07-25T23:59:00,73,76,70
2016-07-26T23:59:00,74,79,68
2016-07-27T23:59:00,75,79,70
2016-07-28T23:59:00,75,80,69
2016-07-29T23:59:00,74,77,70
2016-07-30T23:59:00,74,78,69
2016-07-31T23:59:00,74,78,69
2016-08-01T23:59:00,73,77,68
2016-08-02T23:59:00,73,77,69
2016-08-03T23:59:00,73,76,69
2016-08-04T23:59:00,73,76,69
2016-08-05T23:59:00,72,74,69
2016-08-06T23:59:00,70,73,67
2016-08-07T23:59:00,71,75,67
2016-08-08T23:59:00,70,73,66
2016-08-09T23:59:00,69,72,65
2016-08-10T23:59:00,70,75,64
2016-08-11T23:59:00,71,74,68
2016-08-12T23:59:00,72,76,68
2016-08-13T23:59:00,73,77,68
2016-08-14T23:59:00,74,79,68
2016-08-15T23:59:00,75,81,69
2016-08-16T23:59:00,72,78,65
2016-08-17T23:59:00,72,78,65
2016-08-18T23:59:00,71,76,66
2016-08-19T23:59:00,70,74,66
2016-08-20T23:59:00,69,73,65
2016-08-21T23:59:00,70,75,65
2016-08-22T23:59:00,71,75,66
2016-08-23T23:59:00,69,74,63
2016-08-24T23:59:00,71,75,66
2016-08-25T23:59:00,68,71,64
2016-08-26T23:59:00,68,71,64
2016-08-27T23:59:00,69,72,65
2016-08-28T23:59:00,70,73,66
2016-08-29T23:59:00,71,75,66
2016-08-30T23:59:00,71,76,66
2016-08-31T23:59:00,71,76,66
2016-09-01T23:59:00,70,73,66
2016-09-02T23:59:00,68,72,64
2016-09-03T23:59:00,68,71,64
2016-09-04T23:59:00,68,71,64
2016-09-05T23:59:00,67,71,63
2016-09-06T23:59:00,67,73,61
2016-09-07T23:59:00,69,73,65
2016-09-08T23:59:00,70,73,67
2016-09-09T23:59:00,69,73,65
2016-09-10T23:59:00,69,73,64
2016-09-11T23:59:00,68,72,64
2016-09-12T23:59:00,67,70,64
2016-09-13T23:59:00,66,70,61
2016-09-14T23:59:00,64,70,58
2016-09-15T23:59:00,65,72,57
2016-09-16T23:59:00,64,71,56
2016-09-17T23:59:00,66,73,58
2016-09-18T23:59:00,65,71,59
2016-09-19T23:59:00,71,80,61
2016-09-20T23:59:00,76,82,69
2016-09-21T23:59:00,72,77,67
2016-09-22T23:59:00,68,73,62
2016-09-23T23:59:00,65,72,58
2016-09-24T23:59:00,71,81,60
2016-09-25T23:59:00,74,86,61
2016-09-26T23:59:00,86,103,69
2016-09-27T23:59:00,82,94,70
2016-09-28T23:59:00,77,85,69
2016-09-29T23:59:00,74,81,67
2016-09-30T23:59:00,73,79,66
2016-10-01T23:59:00,71,78,64
2016-10-02T23:59:00,68,72,63
2016-10-03T23:59:00,65,70,59
2016-10-04T23:59:00,65,72,58
2016-10-05T23:59:00,65,70,60
2016-10-06T23:59:00,65,72,57
2016-10-07T23:59:00,70,82,57
2016-10-08T23:59:00,71,83,59
2016-10-09T23:59:00,73,86,60
2016-10-10T23:59:00,68,76,60
2016-10-11T23:59:00,65,68,62
2016-10-12T23:59:00,65,70,59
2016-10-13T23:59:00,64,69,58
2016-10-14T23:59:00,66,69,62
2016-10-15T23:59:00,66,69,62
2016-10-16T23:59:00,67,71,63
2016-10-17T23:59:00,65,69,60
2016-10-18T23:59:00,65,71,58
2016-10-19T23:59:00,67,76,57
2016-10-20T23:59:00,75,89,61
2016-10-21T23:59:00,75,86,63
2016-10-22T23:59:00,71,80,61
2016-10-23T23:59:00,70,79,61
2016-10-24T23:59:00,67,72,61
2016-10-25T23:59:00,64,69,58
2016-10-26T23:59:00,65,72,58
2016-10-27T23:59:00,68,76,59
2016-10-28T23:59:00,69,76,62
2016-10-29T23:59:00,68,75,60
2016-10-30T23:59:00,65,69,61
2016-10-31T23:59:00,63,68,57
2016-11-01T23:59:00,61,67,54
2016-11-02T23:59:00,63,73,53
2016-11-03T23:59:00,67,77,57
2016-11-04T23:59:00,68,78,57
2016-11-05T23:59:00,65,74,55
2016-11-06T23:59:00,63,73,53
2016-11-07T23:59:00,62,71,52
2016-11-08T23:59:00,68,79,56
2016-11-09T23:59:00,79,94,63
2016-11-10T23:59:00,78,91,64
2016-11-11T23:59:00,71,83,58
2016-11-12T23:59:00,70,80,60
2016-11-13T23:59:00,72,83,60
2016-11-14T23:59:00,71,81,60
2016-11-15T23:59:00,65,75,55
2016-11-16T23:59:00,64,68,60
2016-11-17T23:59:00,61,68,54
2016-11-18T23:59:00,62,73,51
2016-11-19T23:59:00,60,70,49
2016-11-20T23:59:00,62,67,57
2016-11-21T23:59:00,60,64,56
2016-11-22T23:59:00,60,67,52
2016-11-23T23:59:00,58,66,50
2016-11-24T23:59:00,65,80,50
2016-11-25T23:59:00,60,72,47
2016-11-26T23:59:00,54,62,46
2016-11-27T23:59:00,56,62,50
2016-11-28T23:59:00,56,61,50
2016-11-29T23:59:00,59,70,47
2016-11-30T23:59:00,56,66,45
2016-12-01T23:59:00,56,62,49
2016-12-02T23:59:00,59,68,49
2016-12-03T23:59:00,59,69,48
2016-12-04T23:59:00,59,72,45
2016-12-05T23:59:00,54,62,46
2016-12-06T23:59:00,58,62,54
2016-12-07T23:59:00,56,61,51
2016-12-08T23:59:00,55,63,47
2016-12-09T23:59:00,56,62,50
2016-12-10T23:59:00,59,63,55
2016-12-11T23:59:00,61,65,57
2016-12-12T23:59:00,61,64,58
2016-12-13T23:59:00,59,64,53
2016-12-14T23:59:00,59,67,50
2016-12-15T23:59:00,59,68,50
2016-12-16T23:59:00,58,61,54
2016-12-17T23:59:00,50,56,43
2016-12-18T23:59:00,51,61,40
2016-12-19T23:59:00,62,75,49
2016-12-20T23:59:00,61,75,47
2016-12-21T23:59:00,63,69,56
2016-12-22T23:59:00,59,62,56
2016-12-23T23:59:00,60,62,57
2016-12-24T23:59:00,53,57,48
2016-12-25T23:59:00,49,56,42
2016-12-26T23:59:00,54,65,42
2016-12-27T23:59:00,57,69,44
2016-12-28T23:59:00,61,74,48
2016-12-29T23:59:00,65,80,50
2016-12-30T23:59:00,56,60,52
2016-12-31T23:59:00,54,58,50
2017-01-01T23:59:00,51,57,44
2017-01-02T23:59:00,54,58,50
2017-01-03T23:59:00,54,59,49
2017-01-04T23:59:00,54,62,46
2017-01-05T23:59:00,57,60,54
2017-01-06T23:59:00,56,62,49
2017-01-07T23:59:00,61,72,50
2017-01-08T23:59:00,65,75,54
2017-01-09T23:59:00,59,62,55
2017-01-10T23:59:00,58,61,54
2017-01-11T23:59:00,57,60,54
2017-01-12T23:59:00,56,59,52
2017-01-13T23:59:00,55,59,51
2017-01-14T23:59:00,56,62,49
2017-01-15T23:59:00,56,62,50
2017-01-16T23:59:00,56,61,50
2017-01-17T23:59:00,54,63,45
2017-01-18T23:59:00,53,60,46
2017-01-19T23:59:00,57,61,53
2017-01-20T23:59:00,56,58,53
2017-01-21T23:59:00,54,59,49
2017-01-22T23:59:00,55,59,50
2017-01-23T23:59:00,53,57,48
2017-01-24T23:59:00,50,55,44
2017-01-25T23:59:00,50,58,41
2017-01-26T23:59:00,50,60,40
2017-01-27T23:59:00,54,65,42
2017-01-28T23:59:00,61,72,49
2017-01-29T23:59:00,62,76,48
2017-01-30T23:59:00,63,76,50
2017-01-31T23:59:00,60,70,49
2017-02-01T23:59:00,54,65,42
2017-02-02T23:59:00,56,67,45
2017-02-03T23:59:00,57,64,50
2017-02-04T23:59:00,59,63,54
2017-02-05T23:59:00,56,59,52
2017-02-06T23:59:00,56,58,54
2017-02-07T23:59:00,62,66,58
2017-02-08T23:59:00,62,66,57
2017-02-09T23:59:00,63,70,55
2017-02-10T23:59:00,59,63,55
2017-02-11T23:59:00,56,59,53
2017-02-12T23:59:00,57,65,48
2017-02-13T23:59:00,58,67,49
2017-02-14T23:59:00,58,63,53
2017-02-15T23:59:00,61,72,49
2017-02-16T23:59:00,57,64,50
2017-02-17T23:59:00,57,62,52
2017-02-18T23:59:00,56,59,52
2017-02-19T23:59:00,56,59,53
2017-02-20T23:59:00,59,65,53
2017-02-21T23:59:00,61,70,51
2017-02-22T23:59:00,57,61,53
2017-02-23T23:59:00,52,57,46
2017-02-24T23:59:00,52,60,44
2017-02-25T23:59:00,50,58,41
2017-02-26T23:59:00,55,59,50
2017-02-27T23:59:00,53,57,49
2017-02-28T23:59:00,55,60,49
2017-03-01T23:59:00,56,67,45
2017-03-02T23:59:00,63,76,50
2017-03-03T23:59:00,61,74,47
2017-03-04T23:59:00,57,65,49
2017-03-05T23:59:00,55,60,50
2017-03-06T23:59:00,51,58,44
2017-03-07T23:59:00,54,64,44
2017-03-08T23:59:00,61,71,51
2017-03-09T23:59:00,66,78,53
2017-03-10T23:59:00,65,75,54
2017-03-11T23:59:00,61,69,53
2017-03-12T23:59:00,59,66,51
2017-03-13T23:59:00,60,67,52
2017-03-14T23:59:00,63,76,50
2017-03-15T23:59:00,66,75,57
2017-03-16T23:59:00,61,67,54
2017-03-17T23:59:00,59,65,53
2017-03-18T23:59:00,62,68,55
2017-03-19T23:59:00,58,63,53
2017-03-20T23:59:00,61,64,57
2017-03-21T23:59:00,61,69,53
2017-03-22T23:59:00,61,64,58
2017-03-23T23:59:00,58,63,52
2017-03-24T23:59:00,57,64,49
2017-03-25T23:59:00,59,65,52
2017-03-26T23:59:00,59,64,54
2017-03-27T23:59:00,60,65,55
2017-03-28T23:59:00,59,68,50
2017-03-29T23:59:00,62,72,51
2017-03-30T23:59:00,60,66,54
2017-03-31T23:59:00,58,65,51
2017-04-01T23:59:00,58,67,49
2017-04-02T23:59:00,62,71,53
2017-04-03T23:59:00,60,63,57
2017-04-04T23:59:00,62,66,57
2017-04-05T23:59:00,64,74,53
2017-04-06T23:59:00,63,72,54
2017-04-07T23:59:00,62,69,55
2017-04-08T23:59:00,60,66,54
2017-04-09T23:59:00,57,64,50
2017-04-10T23:59:00,60,69,50
2017-04-11T23:59:00,62,71,52
2017-04-12T23:59:00,60,67,52
2017-04-13T23:59:00,63,70,56
2017-04-14T23:59:00,58,64,51
2017-04-15T23:59:00,60,69,51
2017-04-16T23:59:00,61,69,53
2017-04-17T23:59:00,61,68,54
2017-04-18T23:59:00,64,69,59
2017-04-19T23:59:00,64,69,58
2017-04-20T23:59:00,61,68,53
2017-04-21T23:59:00,66,76,55
2017-04-22T23:59:00,70,82,58
2017-04-23T23:59:00,65,71,58
2017-04-24T23:59:00,64,67,60
2017-04-25T23:59:00,64,68,59
2017-04-26T23:59:00,63,71,55
2017-04-27T23:59:00,63,67,59
2017-04-28T23:59:00,64,71,57
2017-04-29T23:59:00,70,81,58
2017-04-30T23:59:00,68,77,59
2017-05-01T23:59:00,65,74,56
2017-05-02T23:59:00,64,72,56
2017-05-03T23:59:00,66,72,59
2017-05-04T23:59:00,66,71,61
2017-05-05T23:59:00,62,63,60
2017-05-06T23:59:00,57,64,50
2017-05-07T23:59:00,55,60,49
2017-05-08T23:59:00,57,64,49
2017-05-09T23:59:00,61,64,58
2017-05-10T23:59:00,62,64,59
2017-05-11T23:59:00,63,67,58
2017-05-12T23:59:00,61,64,58
2017-05-13T23:59:00,63,68,57
2017-05-14T23:59:00,61,66,55
2017-05-15T23:59:00,59,61,56
2017-05-16T23:59:00,59,63,55
2017-05-17T23:59:00,61,65,57
2017-05-18T23:59:00,61,67,55
2017-05-19T23:59:00,68,78,57
2017-05-20T23:59:00,71,81,61
2017-05-21T23:59:00,66,73,59
2017-05-22T23:59:00,64,69,59
2017-05-23T23:59:00,67,73,60
2017-05-24T23:59:00,64,68,60
2017-05-25T23:59:00,62,65,59
2017-05-26T23:59:00,65,69,61
2017-05-27T23:59:00,63,67,59
2017-05-28T23:59:00,61,67,55
2017-05-29T23:59:00,62,65,59
2017-05-30T23:59:00,62,65,59
2017-05-31T23:59:00,62,64,60
2017-06-01T23:59:00,64,68,60
2017-06-02T23:59:00,66,69,62
2017-06-03T23:59:00,65,67,62
2017-06-04T23:59:00,63,65,60
2017-06-05T23:59:00,63,66,60
2017-06-06T23:59:00,63,65,61
2017-06-08T23:59:00,64,68,59
2017-06-09T23:59:00,65,69,61
2017-06-10T23:59:00,64,67,60
2017-06-11T23:59:00,62,67,57
2017-06-12T23:59:00,62,69,54
2017-06-13T23:59:00,63,72,54
2017-06-14T23:59:00,66,73,58
2017-06-15T23:59:00,68,77,59
2017-06-16T23:59:00,69,78,59
2017-06-17T23:59:00,69,75,63
2017-06-18T23:59:00,67,73,61
2017-06-19T23:59:00,70,77,62
2017-06-20T23:59:00,67,72,62
2017-06-21T23:59:00,67,71,62
2017-06-22T23:59:00,67,71,62
2017-06-23T23:59:00,66,69,63
2017-06-24T23:59:00,66,70,62
2017-06-25T23:59:00,69,74,63
2017-06-26T23:59:00,73,81,64
2017-06-27T23:59:00,70,77,62
2017-06-28T23:59:00,65,69,61
2017-06-29T23:59:00,66,70,62
2017-06-30T23:59:00,67,70,63
2017-07-01T23:59:00,67,70,63
2017-07-02T23:59:00,68,71,64
2017-07-03T23:59:00,69,74,63
2017-07-04T23:59:00,69,73,64
2017-07-05T23:59:00,69,73,65
2017-07-06T23:59:00,70,75,65
2017-07-07T23:59:00,73,81,65
2017-07-08T23:59:00,75,81,69
2017-07-09T23:59:00,76,83,69
2017-07-10T23:59:00,74,78,69
2017-07-11T23:59:00,72,76,68
2017-07-12T23:59:00,73,76,69
2017-07-13T23:59:00,73,77,68
2017-07-14T23:59:00,71,75,67
2017-07-15T23:59:00,71,75,67
2017-07-16T23:59:00,71,76,66
2017-07-17T23:59:00,72,75,68
2017-07-18T23:59:00,71,74,67
2017-07-19T23:59:00,73,76,69
2017-07-20T23:59:00,73,77,68
2017-07-21T23:59:00,72,75,68
2017-07-22T23:59:00,71,74,68
2017-07-23T23:59:00,72,76,67
2017-07-24T23:59:00,72,76,68
2017-07-25T23:59:00,71,73,69
2017-07-26T23:59:00,72,75,69
2017-07-27T23:59:00,72,76,68
2017-07-28T23:59:00,71,74,67
2017-07-29T23:59:00,71,75,66
2017-07-30T23:59:00,71,75,66
2017-07-31T23:59:00,71,73,68
2017-08-01T23:59:00,74,79,68
2017-08-02T23:59:00,78,84,71
2017-08-03T23:59:00,76,81,71
2017-08-04T23:59:00,75,78,71
2017-08-05T23:59:00,73,76,69
2017-08-06T23:59:00,72,75,69
2017-08-07T23:59:00,73,76,69
2017-08-08T23:59:00,72,75,68
2017-08-09T23:59:00,71,74,67
2017-08-10T23:59:00,70,74,66
2017-08-11T23:59:00,71,75,66
2017-08-12T23:59:00,69,73,65
2017-08-13T23:59:00,69,73,65
2017-08-14T23:59:00,69,73,65
2017-08-15T23:59:00,66,68,64
2017-08-16T23:59:00,68,72,64
2017-08-17T23:59:00,68,74,61
2017-08-18T23:59:00,70,73,66
2017-08-19T23:59:00,69,72,65
2017-08-20T23:59:00,69,73,65
2017-08-21T23:59:00,71,75,66
2017-08-22T23:59:00,69,74,63
2017-08-23T23:59:00,67,68,65
2017-08-24T23:59:00,67,70,64
2017-08-25T23:59:00,69,71,66
2017-08-26T23:59:00,70,74,65
2017-08-27T23:59:00,69,73,65
2017-08-28T23:59:00,70,74,65
2017-08-29T23:59:00,73,81,65
2017-08-30T23:59:00,75,83,66
2017-08-31T23:59:00,78,85,70
2017-09-01T23:59:00,80,89,71
2017-09-02T23:59:00,81,91,71
2017-09-03T23:59:00,82,92,71
2017-09-04T23:59:00,72,75,69
2017-09-05T23:59:00,72,77,67
2017-09-06T23:59:00,73,77,68
2017-09-07T23:59:00,72,77,66
2017-09-08T23:59:00,71,74,68
2017-09-09T23:59:00,72,75,68
2017-09-10T23:59:00,72,77,66
2017-09-11T23:59:00,75,82,68
2017-09-12T23:59:00,71,74,68
2017-09-13T23:59:00,69,73,65
2017-09-14T23:59:00,70,74,66
2017-09-15T23:59:00,70,73,66
2017-09-16T23:59:00,69,72,66
2017-09-17T23:59:00,69,72,66
2017-09-18T23:59:00,70,74,65
2017-09-19T23:59:00,70,73,66
2017-09-20T23:59:00,70,73,67
2017-09-21T23:59:00,65,70,60
2017-09-22T23:59:00,65,71,58
2017-09-23T23:59:00,63,69,57
2017-09-24T23:59:00,66,75,56
2017-09-25T23:59:00,70,81,58
2017-09-26T23:59:00,69,78,59
2017-09-27T23:59:00,66,75,56
2017-09-28T23:59:00,67,75,58
2017-09-29T23:59:00,68,77,59
2017-09-30T23:59:00,68,73,63
2017-10-01T23:59:00,68,71,65
2017-10-02T23:59:00,68,72,63
2017-10-03T23:59:00,67,71,62
2017-10-04T23:59:00,65,72,58
2017-10-05T23:59:00,66,75,57
2017-10-06T23:59:00,68,80,56
2017-10-07T23:59:00,73,87,59
2017-10-08T23:59:00,66,72,59
2017-10-09T23:59:00,69,76,61
2017-10-10T23:59:00,65,75,54
2017-10-11T23:59:00,65,71,59
2017-10-12T23:59:00,68,71,64
2017-10-13T23:59:00,66,71,61
2017-10-14T23:59:00,65,73,57
2017-10-15T23:59:00,74,90,58
2017-10-16T23:59:00,76,88,64
2017-10-17T23:59:00,75,83,66
2017-10-18T23:59:00,71,77,64
2017-10-19T23:59:00,68,71,65
2017-10-20T23:59:00,66,69,62
2017-10-21T23:59:00,65,72,57
2017-10-22T23:59:00,71,83,59
2017-10-23T23:59:00,78,92,63
2017-10-24T23:59:00,87,104,70
2017-10-25T23:59:00,81,95,67
2017-10-26T23:59:00,75,86,64
2017-10-27T23:59:00,68,77,59
2017-10-28T23:59:00,66,70,61
2017-10-29T23:59:00,65,69,61
2017-10-30T23:59:00,64,65,62
2017-10-31T23:59:00,63,65,60
2017-11-01T23:59:00,65,68,62
2017-11-02T23:59:00,64,67,60
2017-11-03T23:59:00,63,70,56
2017-11-04T23:59:00,61,68,54
2017-11-05T23:59:00,62,69,55
2017-11-06T23:59:00,63,70,56
2017-11-07T23:59:00,66,73,59
2017-11-08T23:59:00,66,75,56
2017-11-09T23:59:00,63,69,56
2017-11-10T23:59:00,61,68,53
2017-11-11T23:59:00,59,67,50
2017-11-12T23:59:00,60,66,53
2017-11-13T23:59:00,61,69,53
2017-11-14T23:59:00,62,72,51
2017-11-15T23:59:00,66,77,54
2017-11-16T23:59:00,67,75,58
2017-11-17T23:59:00,66,71,61
2017-11-18T23:59:00,62,70,54
2017-11-19T23:59:00,62,74,49
2017-11-20T23:59:00,60,71,48
2017-11-21T23:59:00,68,78,57
2017-11-22T23:59:00,72,87,57
2017-11-23T23:59:00,75,87,63
2017-11-24T23:59:00,72,84,59
2017-11-25T23:59:00,65,72,57
2017-11-26T23:59:00,58,64,52
2017-11-27T23:59:00,58,64,52
2017-11-28T23:59:00,56,64,47
