DATE,DailyAverageDryBulbTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature
2017-11-29T23:59:00,60,67,53
2017-11-30T23:59:00,59,66,52
2017-12-01T23:59:00,59,68,50
2017-12-02T23:59:00,60,69,51
2017-12-03T23:59:00,60,65,55
2017-12-04T23:59:00,60,69,50
2017-12-05T23:59:00,62,73,51
2017-12-06T23:59:00,63,75,50
2017-12-07T23:59:00,66,82,50
2017-12-08T23:59:00,66,78,53
2017-12-09T23:59:00,68,83,53
2017-12-10T23:59:00,71,85,57
2017-12-11T23:59:00,67,78,56
2017-12-12T23:59:00,64,77,51
2017-12-13T23:59:00,64,78,49
2017-12-14T23:59:00,59,70,48
2017-12-15T23:59:00,64,76,51
2017-12-16T23:59:00,58,65,50
2017-12-17T23:59:00,62,74,50
2017-12-18T23:59:00,59,68,49
2017-12-19T23:59:00,56,65,47
2017-12-20T23:59:00,53,62,44
2017-12-21T23:59:00,55,65,45
2017-12-22T23:59:00,53,66,39
2017-12-23T23:59:00,54,64,44
2017-12-24T23:59:00,55,67,43
2017-12-25T23:59:00,56,67,44
2017-12-26T23:59:00,55,64,45
2017-12-27T23:59:00,57,68,46
2017-12-28T23:59:00,59,71,47
2017-12-29T23:59:00,63,77,48
2017-12-30T23:59:00,60,72,47
2017-12-31T23:59:00,56,63,48
2018-01-01T23:59:00,55,64,45
2018-01-02T23:59:00,62,72,52
2018-01-03T23:59:00,63,73,52
2018-01-04T23:59:00,61,71,51
2018-01-05T23:59:00,60,68,52
2018-01-06T23:59:00,61,66,56
2018-01-07T23:59:00,60,66,53
2018-01-08T23:59:00,65,72,58
2018-01-09T23:59:00,59,63,55
2018-01-10T23:59:00,57,61,52
2018-01-11T23:59:00,58,67,49
2018-01-12T23:59:00,57,64,50
2018-01-13T23:59:00,68,83,52
2018-01-14T23:59:00,67,78,55
2018-01-15T23:59:00,59,67,50
2018-01-16T23:59:00,59,67,51
2018-01-17T23:59:00,60,69,51
2018-01-18T23:59:00,63,74,51
2018-01-19T23:59:00,58,62,53
2018-01-20T23:59:00,54,60,48
2018-01-21T23:59:00,53,60,46
2018-01-22T23:59:00,55,64,45
2018-01-23T23:59:00,59,71,46
2018-01-24T23:59:00,60,73,47
2018-01-25T23:59:00,53,61,45
2018-01-26T23:59:00,55,61,48
2018-01-27T23:59:00,57,69,44
2018-01-28T23:59:00,70,88,52
2018-01-29T23:59:00,73,85,60
2018-01-30T23:59:00,68,78,57
2018-01-31T23:59:00,64,75,53
2018-02-01T23:59:00,64,76,51
2018-02-02T23:59:00,65,76,53
2018-02-03T23:59:00,63,73,53
2018-02-04T23:59:00,64,77,51
2018-02-05T23:59:00,60,68,51
2018-02-06T23:59:00,58,63,52
2018-02-07T23:59:00,61,73,49
2018-02-08T23:59:00,62,72,51
2018-02-09T23:59:00,56,64,48
2018-02-10T23:59:00,60,64,55
2018-02-11T23:59:00,58,64,52
2018-02-12T23:59:00,56,59,52
2018-02-13T23:59:00,56,63,49
2018-02-14T23:59:00,60,67,53
2018-02-15T23:59:00,60,67,52
2018-02-16T23:59:00,64,75,53
2018-02-17T23:59:00,60,69,50
2018-02-18T23:59:00,57,65,48
2018-02-19T23:59:00,52,57,46
2018-02-20T23:59:00,47,57,37
2018-02-21T23:59:00,49,56,42
2018-02-22T23:59:00,51,58,44
2018-02-23T23:59:00,50,55,44
2018-02-24T23:59:00,51,61,40
2018-02-25T23:59:00,52,62,41
2018-02-26T23:59:00,54,61,46
2018-02-27T23:59:00,49,54,43
2018-02-28T23:59:00,50,58,41
2018-03-01T23:59:00,52,59,44
2018-03-02T23:59:00,53,61,45
2018-03-03T23:59:00,57,60,53
2018-03-04T23:59:00,52,58,46
2018-03-05T23:59:00,58,71,45
2018-03-06T23:59:00,60,70,50
2018-03-07T23:59:00,59,67,50
2018-03-08T23:59:00,59,66,51
2018-03-09T23:59:00,58,64,51
2018-03-10T23:59:00,58,59,56
2018-03-11T23:59:00,62,67,57
2018-03-12T23:59:00,61,65,57
2018-03-13T23:59:00,61,64,57
2018-03-14T23:59:00,60,62,57
2018-03-15T23:59:00,56,60,52
2018-03-16T23:59:00,55,60,49
2018-03-17T23:59:00,54,59,49
2018-03-18T23:59:00,53,59,46
2018-03-19T23:59:00,58,66,49
2018-03-20T23:59:00,59,67,51
2018-03-21T23:59:00,63,72,53
2018-03-22T23:59:00,62,67,56
2018-03-23T23:59:00,61,64,57
2018-03-24T23:59:00,57,60,53
2018-03-25T23:59:00,55,60,50
2018-03-26T23:59:00,54,61,47
2018-03-27T23:59:00,58,67,49
2018-03-28T23:59:00,57,66,48
2018-03-29T23:59:00,58,66,49
2018-03-30T23:59:00,59,67,51
2018-03-31T23:59:00,57,62,51
2018-04-01T23:59:00,58,62,54
2018-04-02T23:59:00,59,61,57
2018-04-03T23:59:00,60,64,56
2018-04-04T23:59:00,59,61,56
2018-04-05T23:59:00,59,63,55
2018-04-06T23:59:00,62,67,57
2018-04-07T23:59:00,62,67,56
2018-04-08T23:59:00,63,68,58
2018-04-09T23:59:00,68,80,55
2018-04-10T23:59:00,70,83,57
2018-04-11T23:59:00,67,75,58
2018-04-12T23:59:00,60,64,55
2018-04-13T23:59:00,63,75,51
2018-04-14T23:59:00,67,81,53
2018-04-15T23:59:00,64,75,53
2018-04-16T23:59:00,58,63,53
2018-04-17T23:59:00,55,62,48
2018-04-18T23:59:00,57,65,49
2018-04-19T23:59:00,56,60,51
2018-04-20T23:59:00,60,70,49
2018-04-21T23:59:00,63,74,51
2018-04-22T23:59:00,64,72,55
2018-04-23T23:59:00,61,67,55
2018-04-24T23:59:00,61,67,54
2018-04-25T23:59:00,59,64,54
2018-04-26T23:59:00,60,64,56
2018-04-27T23:59:00,60,64,55
2018-04-28T23:59:00,59,65,52
2018-04-29T23:59:00,62,65,58
2018-04-30T23:59:00,60,64,56
2018-05-01T23:59:00,57,60,53
2018-05-02T23:59:00,57,61,52
2018-05-03T23:59:00,58,65,50
2018-05-04T23:59:00,65,75,54
2018-05-05T23:59:00,65,73,56
2018-05-06T23:59:00,64,71,56
2018-05-07T23:59:00,62,66,57
2018-05-08T23:59:00,61,67,54
2018-05-09T23:59:00,63,67,58
2018-05-10T23:59:00,63,67,59
2018-05-11T23:59:00,59,61,57
2018-05-12T23:59:00,59,63,54
2018-05-13T23:59:00,62,66,57
2018-05-14T23:59:00,60,65,55
2018-05-15T23:59:00,63,66,59
2018-05-16T23:59:00,62,67,56
2018-05-17T23:59:00,63,66,59
2018-05-18T23:59:00,61,64,58
2018-05-19T23:59:00,61,63,59
2018-05-20T23:59:00,60,62,58
2018-05-21T23:59:00,60,63,57
2018-05-22T23:59:00,61,64,58
2018-05-23T23:59:00,61,65,57
2018-05-24T23:59:00,60,63,57
2018-05-25T23:59:00,63,66,59
2018-05-26T23:59:00,61,65,56
2018-05-27T23:59:00,62,67,57
2018-05-28T23:59:00,64,67,60
2018-05-29T23:59:00,63,66,60
2018-05-30T23:59:00,63,67,58
2018-05-31T23:59:00,63,67,59
2018-06-01T23:59:00,64,68,60
2018-06-02T23:59:00,64,71,57
2018-06-03T23:59:00,64,69,59
2018-06-04T23:59:00,64,67,60
2018-06-05T23:59:00,64,67,61
2018-06-06T23:59:00,65,69,60
2018-06-07T23:59:00,63,66,59
2018-06-08T23:59:00,65,72,57
2018-06-09T23:59:00,65,71,58
2018-06-10T23:59:00,67,71,62
2018-06-11T23:59:00,65,71,59
2018-06-12T23:59:00,65,69,60
2018-06-13T23:59:00,65,70,59
2018-06-14T23:59:00,68,76,60
2018-06-15T23:59:00,67,71,63
2018-06-16T23:59:00,62,64,60
2018-06-17T23:59:00,63,65,60
2018-06-18T23:59:00,64,68,60
2018-06-19T23:59:00,65,68,61
2018-06-20T23:59:00,65,68,61
2018-06-21T23:59:00,66,69,62
2018-06-22T23:59:00,67,71,62
2018-06-23T23:59:00,64,67,61
2018-06-24T23:59:00,65,68,61
2018-06-25T23:59:00,65,69,61
2018-06-26T23:59:00,68,72,63
2018-06-27T23:59:00,66,70,62
2018-06-28T23:59:00,65,68,62
2018-06-29T23:59:00,66,70,62
2018-06-30T23:59:00,66,69,62
2018-07-01T23:59:00,65,69,61
2018-07-02T23:59:00,68,72,63
2018-07-03T23:59:00,67,70,64
2018-07-04T23:59:00,68,72,64
2018-07-05T23:59:00,71,78,64
2018-07-06T23:59:00,78,90,65
2018-07-07T23:59:00,82,90,73
2018-07-08T23:59:00,81,89,73
2018-07-09T23:59:00,76,81,71
2018-07-10T23:59:00,73,76,69
2018-07-11T23:59:00,72,77,67
2018-07-12T23:59:00,71,75,67
2018-07-13T23:59:00,71,74,67
2018-07-14T23:59:00,71,74,67
2018-07-15T23:59:00,70,74,65
2018-07-16T23:59:00,69,74,64
2018-07-17T23:59:00,68,71,65
2018-07-18T23:59:00,69,73,65
2018-07-19T23:59:00,70,75,65
2018-07-20T23:59:00,70,73,66
2018-07-21T23:59:00,70,73,67
2018-07-22T23:59:00,71,77,64
2018-07-23T23:59:00,73,80,66
2018-07-24T23:59:00,74,80,68
2018-07-25T23:59:00,73,77,68
2018-07-26T23:59:00,71,74,67
2018-07-27T23:59:00,71,77,65
2018-07-28T23:59:00,71,74,68
2018-07-29T23:59:00,73,79,67
2018-07-30T23:59:00,73,78,68
2018-07-31T23:59:00,73,78,68
2018-08-01T23:59:00,76,81,70
2018-08-02T23:59:00,74,79,69
2018-08-03T23:59:00,72,77,67
2018-08-04T23:59:00,73,78,67
2018-08-05T23:59:00,70,75,64
2018-08-06T23:59:00,71,78,63
2018-08-07T23:59:00,76,84,68
2018-08-08T23:59:00,79,87,70
2018-08-09T23:59:00,79,86,71
2018-08-10T23:59:00,81,86,75
2018-08-11T23:59:00,78,83,73
2018-08-12T23:59:00,76,80,72
2018-08-13T23:59:00,74,78,70
2018-08-14T23:59:00,73,77,68
2018-08-15T23:59:00,74,77,70
2018-08-16T23:59:00,74,77,70
2018-08-17T23:59:00,74,77,71
2018-08-18T23:59:00,75,78,71
2018-08-19T23:59:00,73,77,69
2018-08-20T23:59:00,74,77,70
2018-08-21T23:59:00,74,77,70
2018-08-22T23:59:00,73,77,69
2018-08-23T23:59:00,73,77,69
2018-08-24T23:59:00,72,75,68
2018-08-25T23:59:00,71,75,67
2018-08-26T23:59:00,73,77,68
2018-08-27T23:59:00,71,75,67
2018-08-28T23:59:00,71,76,66
2018-08-29T23:59:00,72,78,66
2018-08-30T23:59:00,72,79,64
2018-08-31T23:59:00,70,75,65
2018-09-01T23:59:00,71,74,67
2018-09-02T23:59:00,72,75,68
2018-09-03T23:59:00,70,72,67
2018-09-04T23:59:00,69,71,67
2018-09-05T23:59:00,71,75,67
2018-09-06T23:59:00,70,74,65
2018-09-07T23:59:00,70,74,66
2018-09-08T23:59:00,71,78,64
2018-09-09T23:59:00,71,78,63
2018-09-10T23:59:00,69,74,64
2018-09-11T23:59:00,67,72,62
2018-09-12T23:59:00,70,74,65
2018-09-13T23:59:00,69,76,62
2018-09-14T23:59:00,71,79,62
2018-09-15T23:59:00,72,78,65
2018-09-16T23:59:00,71,78,64
2018-09-17T23:59:00,68,76,59
2018-09-18T23:59:00,68,75,60
2018-09-19T23:59:00,68,73,63
2018-09-20T23:59:00,67,71,63
2018-09-21T23:59:00,66,72,60
2018-09-22T23:59:00,69,74,64
2018-09-23T23:59:00,70,74,65
2018-09-24T23:59:00,66,67,64
2018-09-25T23:59:00,68,70,65
2018-09-26T23:59:00,67,70,63
2018-09-27T23:59:00,67,71,62
2018-09-28T23:59:00,68,72,64
2018-09-29T23:59:00,68,72,64
2018-09-30T23:59:00,69,75,62
2018-10-01T23:59:00,78,89,67
2018-10-02T23:59:00,72,76,67
2018-10-03T23:59:00,70,74,66
2018-10-04T23:59:00,68,72,64
2018-10-05T23:59:00,68,71,64
2018-10-06T23:59:00,67,70,63
2018-10-07T23:59:00,66,70,61
2018-10-08T23:59:00,65,70,59
2018-10-09T23:59:00,65,70,59
2018-10-10T23:59:00,64,69,58
2018-10-11T23:59:00,65,70,60
2018-10-12T23:59:00,64,71,56
2018-10-13T23:59:00,64,68,60
2018-10-14T23:59:00,65,70,60
2018-10-15T23:59:00,71,83,58
2018-10-16T23:59:00,65,77,52
2018-10-17T23:59:00,65,75,55
2018-10-18T23:59:00,70,82,57
2018-10-19T23:59:00,71,84,58
2018-10-20T23:59:00,72,82,61
2018-10-21T23:59:00,65,73,57
2018-10-22T23:59:00,65,68,61
2018-10-23T23:59:00,65,69,61
2018-10-24T23:59:00,66,70,62
2018-10-25T23:59:00,65,69,60
2018-10-26T23:59:00,64,72,56
2018-10-27T23:59:00,64,74,54
2018-10-28T23:59:00,64,71,56
2018-10-29T23:59:00,64,71,56
2018-10-30T23:59:00,65,69,60
2018-10-31T23:59:00,67,77,57
2018-11-01T23:59:00,66,76,55
2018-11-02T23:59:00,70,83,57
2018-11-03T23:59:00,68,78,57
2018-11-04T23:59:00,65,72,57
2018-11-05T23:59:00,62,69,54
2018-11-06T23:59:00,67,70,63
2018-11-07T23:59:00,66,69,62
2018-11-08T23:59:00,66,71,61
2018-11-09T23:59:00,72,85,58
2018-11-10T23:59:00,65,76,53
2018-11-11T23:59:00,65,78,51
2018-11-12T23:59:00,64,79,48
2018-11-13T23:59:00,69,80,57
2018-11-14T23:59:00,68,80,56
2018-11-15T23:59:00,63,74,51
2018-11-16T23:59:00,63,74,52
2018-11-17T23:59:00,61,70,52
2018-11-18T23:59:00,61,70,51
2018-11-19T23:59:00,61,69,52
2018-11-20T23:59:00,59,67,50
2018-11-21T23:59:00,61,69,53
2018-11-22T23:59:00,63,67,58
2018-11-23T23:59:00,61,66,56
2018-11-24T23:59:00,62,67,57
2018-11-25T23:59:00,63,72,53
2018-11-26T23:59:00,64,73,54
2018-11-27T23:59:00,62,72,52
2018-11-28T23:59:00,59,66,52
2018-11-29T23:59:00,60,63,57
2018-11-30T23:59:00,59,64,54
2018-12-01T23:59:00,58,63,52
2018-12-02T23:59:00,56,62,49
2018-12-03T23:59:00,57,66,47
2018-12-04T23:59:00,58,69,47
2018-12-05T23:59:00,54,61,47
2018-12-06T23:59:00,60,66,54
2018-12-07T23:59:00,61,69,53
2018-12-08T23:59:00,59,67,50
2018-12-09T23:59:00,61,72,49
2018-12-10T23:59:00,59,66,52
2018-12-11T23:59:00,59,65,52
2018-12-12T23:59:00,57,64,50
2018-12-13T23:59:00,62,76,47
2018-12-14T23:59:00,60,69,51
2018-12-15T23:59:00,59,67,51
2018-12-16T23:59:00,56,66,46
2018-12-17T23:59:00,59,65,52
2018-12-18T23:59:00,59,65,52
2018-12-19T23:59:00,59,67,50
2018-12-20T23:59:00,57,68,46
2018-12-21T23:59:00,59,66,51
2018-12-22T23:59:00,56,65,47
2018-12-23T23:59:00,58,64,51
2018-12-24T23:59:00,57,63,50
2018-12-25T23:59:00,55,60,50
2018-12-26T23:59:00,56,63,48
2018-12-27T23:59:00,55,62,47
2018-12-28T23:59:00,54,63,44
2018-12-29T23:59:00,51,61,41
2018-12-30T23:59:00,52,61,43
2018-12-31T23:59:00,53,60,45
2019-01-01T23:59:00,51,61,41
2019-01-03T23:59:00,53,64,42
2019-01-04T23:59:00,51,62,40
2019-01-05T23:59:00,55,60,49
2019-01-06T23:59:00,56,62,50
2019-01-07T23:59:00,58,66,50
2019-01-08T23:59:00,60,70,50
2019-01-09T23:59:00,56,64,48
2019-01-10T23:59:00,57,63,51
2019-01-11T23:59:00,56,62,49
2019-01-12T23:59:00,56,61,51
2019-01-13T23:59:00,56,64,48
2019-01-14T23:59:00,58,62,54
2019-01-15T23:59:00,59,63,55
2019-01-16T23:59:00,63,68,57
2019-01-17T23:59:00,61,62,59
2019-01-18T23:59:00,59,64,54
2019-01-19T23:59:00,61,71,50
2019-01-20T23:59:00,64,74,53
2019-01-21T23:59:00,57,62,51
2019-01-22T23:59:00,58,70,45
2019-01-23T23:59:00,57,69,45
2019-01-24T23:59:00,61,76,46
2019-01-25T23:59:00,63,76,49
2019-01-26T23:59:00,64,76,52
2019-01-27T23:59:00,63,75,51
2019-01-28T23:59:00,61,71,51
2019-01-29T23:59:00,59,66,52
2019-01-30T23:59:00,61,65,56
2019-01-31T23:59:00,58,63,53
2019-02-01T23:59:00,57,63,51
2019-02-02T23:59:00,59,65,53
2019-02-03T23:59:00,57,62,51
2019-02-04T23:59:00,58,62,53
2019-02-05T23:59:00,55,58,52
2019-02-06T23:59:00,49,57,41
2019-02-07T23:59:00,51,60,41
2019-02-08T23:59:00,52,62,41
2019-02-09T23:59:00,54,59,48
2019-02-10T23:59:00,53,60,45
2019-02-11T23:59:00,51,59,42
2019-02-12T23:59:00,57,71,42
2019-02-13T23:59:00,60,67,52
2019-02-14T23:59:00,59,64,53
2019-02-15T23:59:00,56,61,51
2019-02-16T23:59:00,55,60,50
2019-02-17T23:59:00,55,59,50
2019-02-18T23:59:00,49,56,42
2019-02-19T23:59:00,50,60,40
2019-02-20T23:59:00,50,57,42
2019-02-21T23:59:00,50,57,42
2019-02-22T23:59:00,49,58,39
2019-02-23T23:59:00,52,62,42
2019-02-24T23:59:00,53,62,43
2019-02-25T23:59:00,55,65,45
2019-02-26T23:59:00,54,62,46
2019-02-27T23:59:00,56,62,50
2019-02-28T23:59:00,62,68,55
2019-03-01T23:59:00,61,64,57
2019-03-02T23:59:00,59,61,56
2019-03-03T23:59:00,59,62,55
2019-03-04T23:59:00,57,61,52
2019-03-05T23:59:00,58,68,48
2019-03-06T23:59:00,63,67,58
2019-03-07T23:59:00,58,62,53
2019-03-08T23:59:00,54,58,49
2019-03-09T23:59:00,53,59,46
2019-03-10T23:59:00,53,59,47
2019-03-11T23:59:00,54,59,49
2019-03-12T23:59:00,56,62,50
2019-03-13T23:59:00,57,62,51
2019-03-14T23:59:00,61,72,50
2019-03-15T23:59:00,64,75,52
2019-03-16T23:59:00,64,75,53
2019-03-17T23:59:00,62,72,51
2019-03-18T23:59:00,62,69,54
2019-03-19T23:59:00,59,64,53
2019-03-20T23:59:00,61,66,55
2019-03-21T23:59:00,57,62,52
2019-03-22T23:59:00,56,62,49
2019-03-23T23:59:00,57,63,50
2019-03-24T23:59:00,60,65,54
2019-03-25T23:59:00,58,66,50
2019-03-26T23:59:00,59,66,51
2019-03-27T23:59:00,61,65,56
2019-03-28T23:59:00,60,65,54
2019-03-29T23:59:00,57,64,50
2019-03-30T23:59:00,60,69,51
2019-03-31T23:59:00,66,78,54
2019-04-01T23:59:00,71,80,61
2019-04-02T23:59:00,62,66,57
2019-04-03T23:59:00,62,65,58
2019-04-04T23:59:00,61,65,56
2019-04-05T23:59:00,61,65,56
2019-04-06T23:59:00,62,66,57
2019-04-07T23:59:00,64,73,55
2019-04-08T23:59:00,69,79,58
2019-04-09T23:59:00,63,69,57
2019-04-10T23:59:00,61,70,51
2019-04-11T23:59:00,60,67,53
2019-04-12T23:59:00,62,67,56
2019-04-13T23:59:00,62,71,53
2019-04-14T23:59:00,63,71,54
2019-04-15T23:59:00,60,64,56
2019-04-16T23:59:00,61,64,58
2019-04-17T23:59:00,63,70,55
2019-04-18T23:59:00,65,73,56
2019-04-19T23:59:00,62,66,58
2019-04-20T23:59:00,61,63,58
2019-04-21T23:59:00,60,64,56
2019-04-22T23:59:00,60,66,54
2019-04-23T23:59:00,62,67,56
2019-04-24T23:59:00,64,69,58
2019-04-25T23:59:00,63,68,58
2019-04-26T23:59:00,63,66,59
2019-04-27T23:59:00,63,67,59
2019-04-28T23:59:00,65,69,60
2019-04-29T23:59:00,62,66,58
2019-04-30T23:59:00,60,63,57
2019-05-01T23:59:00,63,66,59
2019-05-02T23:59:00,62,67,57
2019-05-03T23:59:00,64,67,60
2019-05-04T23:59:00,63,67,58
2019-05-05T23:59:00,63,67,59
2019-05-06T23:59:00,64,68,59
2019-05-07T23:59:00,62,66,58
2019-05-08T23:59:00,62,64,59
2019-05-09T23:59:00,62,65,59
2019-05-10T23:59:00,63,68,58
2019-05-11T23:59:00,65,70,60
2019-05-12T23:59:00,66,70,61
2019-05-13T23:59:00,66,68,63
2019-05-14T23:59:00,66,69,63
2019-05-15T23:59:00,64,66,62
