date,rainfall
01-01-2010,2.9
02-01-2010,10.2
03-01-2010,0.9
04-01-2010,48.6
05-01-2010,9.6
06-01-2010,0.0
07-01-2010,29.0
08-01-2010,17.1
09-01-2010,0.0
10-01-2010,0.0
11-01-2010,0.0
12-01-2010,0.0
13-01-2010,8.4
14-01-2010,5.0
15-01-2010,7.0
16-01-2010,8.0
17-01-2010,0.1
18-01-2010,2.6
19-01-2010,0.0
20-01-2010,2.7
21-01-2010,0.0
22-01-2010,0.0
23-01-2010,0.0
24-01-2010,0.8
25-01-2010,4.0
26-01-2010,0.0
27-01-2010,1.0
28-01-2010,20.0
29-01-2010,31.4
30-01-2010,1.2
31-01-2010,3.7
01-02-2010,0.0
02-02-2010,15.1
03-02-2010,0.0
04-02-2010,0.0
05-02-2010,55.2
06-02-2010,0.0
07-02-2010,0.0
08-02-2010,0.0
09-02-2010,25.1
10-02-2010,0.0
11-02-2010,50.9
12-02-2010,3.3
13-02-2010,7.4
14-02-2010,0.9
15-02-2010,15.0
16-02-2010,3.4
17-02-2010,1.3
18-02-2010,6.3
19-02-2010,190.0
20-02-2010,3.6
21-02-2010,0.0
22-02-2010,0.0
23-02-2010,0.0
24-02-2010,78.0
25-02-2010,0.0
26-02-2010,0.0
27-02-2010,0.0
28-02-2010,0.0
01-03-2010,2.0
02-03-2010,0.0
03-03-2010,0.0
04-03-2010,35.7
05-03-2010,0.1
06-03-2010,0.0
07-03-2010,0.0
08-03-2010,10.0
09-03-2010,1.4
10-03-2010,10.0
11-03-2010,19.5
12-03-2010,0.2
13-03-2010,24.0
14-03-2010,15.2
15-03-2010,35.9
16-03-2010,21.9
17-03-2010,0.0
18-03-2010,0.0
19-03-2010,0.0
20-03-2010,60.0
21-03-2010,0.0
22-03-2010,4.8
23-03-2010,19.7
24-03-2010,8.9
25-03-2010,0.0
26-03-2010,0.0
27-03-2010,17.9
28-03-2010,10.0
29-03-2010,0.0
30-03-2010,19.9
31-03-2010,0.0
01-04-2010,0.0
02-04-2010,2.9
03-04-2010,7.7
04-04-2010,0.0
05-04-2010,3.8
06-04-2010,1.9
07-04-2010,8.1
08-04-2010,17.2
09-04-2010,1.4
10-04-2010,0.0
11-04-2010,0.0
12-04-2010,0.0
13-04-2010,1.9
14-04-2010,0.0
15-04-2010,0.1
16-04-2010,20.4
17-04-2010,0.0
18-04-2010,39.9
19-04-2010,29.7
20-04-2010,1.0
21-04-2010,0.0
22-04-2010,0.0
23-04-2010,0.2
24-04-2010,39.9
25-04-2010,0.0
26-04-2010,35.0
27-04-2010,2.9
28-04-2010,31.0
29-04-2010,0.0
30-04-2010,0.0
01-05-2010,70.0
02-05-2010,19.9
03-05-2010,0.0
04-05-2010,54.1
05-05-2010,0.0
06-05-2010,0.0
07-05-2010,0.0
08-05-2010,0.0
09-05-2010,5.2
10-05-2010,0.2
11-05-2010,0.9
12-05-2010,1.4
13-05-2010,0.9
14-05-2010,0.0
15-05-2010,0.5
16-05-2010,0.1
17-05-2010,0.0
18-05-2010,59.8
19-05-2010,1.8
20-05-2010,25.0
21-05-2010,2.2
22-05-2010,8.1
23-05-2010,0.0
24-05-2010,1.6
25-05-2010,0.0
26-05-2010,7.7
27-05-2010,0.0
28-05-2010,0.0
29-05-2010,0.3
30-05-2010,10.0
31-05-2010,6.4
01-06-2010,2.0
02-06-2010,9.8
03-06-2010,0.0
04-06-2010,7.6
05-06-2010,10.3
06-06-2010,0.0
07-06-2010,0.9
08-06-2010,15.6
09-06-2010,6.5
10-06-2010,0.0
11-06-2010,0.0
12-06-2010,4.7
13-06-2010,4.0
14-06-2010,1.9
15-06-2010,20.0
16-06-2010,6.0
17-06-2010,0.0
18-06-2010,0.0
19-06-2010,0.0
20-06-2010,2.8
21-06-2010,0.0
22-06-2010,0.0
23-06-2010,51.4
24-06-2010,24.6
25-06-2010,0.0
26-06-2010,0.0
27-06-2010,18.1
28-06-2010,38.0
29-06-2010,10.0
30-06-2010,0.0
01-07-2010,38.4
02-07-2010,4.2
03-07-2010,48.8
04-07-2010,19.8
05-07-2010,8.1
06-07-2010,0.0
07-07-2010,0.0
08-07-2010,0.7
09-07-2010,0.4
10-07-2010,0.0
11-07-2010,7.8
12-07-2010,10.5
13-07-2010,4.5
14-07-2010,0.0
15-07-2010,0.0
16-07-2010,7.9
17-07-2010,39.9
18-07-2010,16.3
19-07-2010,53.0
20-07-2010,5.8
21-07-2010,1.2
22-07-2010,68.0
23-07-2010,46.2
24-07-2010,0.0
25-07-2010,4.1
26-07-2010,20.0
27-07-2010,1.2
28-07-2010,53.4
29-07-2010,14.6
30-07-2010,0.0
31-07-2010,66.4
01-08-2010,4.2
02-08-2010,11.6
03-08-2010,0.8
04-08-2010,70.3
05-08-2010,0.0
06-08-2010,0.0
07-08-2010,40.2
08-08-2010,0.3
09-08-2010,2.9
10-08-2010,0.0
11-08-2010,0.0
12-08-2010,6.4
13-08-2010,0.0
14-08-2010,60.0
15-08-2010,36.9
16-08-2010,7.1
17-08-2010,0.1
18-08-2010,33.1
19-08-2010,9.0
20-08-2010,12.9
21-08-2010,5.6
22-08-2010,0.0
23-08-2010,1.3
24-08-2010,0.0
25-08-2010,2.3
26-08-2010,0.0
27-08-2010,30.0
28-08-2010,0.0
29-08-2010,12.0
30-08-2010,0.0
31-08-2010,0.0
01-09-2010,7.4
02-09-2010,10.0
03-09-2010,16.5
04-09-2010,20.8
05-09-2010,47.0
06-09-2010,0.0
07-09-2010,0.0
08-09-2010,1.0
09-09-2010,30.0
10-09-2010,0.4
11-09-2010,0.0
12-09-2010,0.4
13-09-2010,0.0
14-09-2010,66.6
15-09-2010,1.8
16-09-2010,5.2
17-09-2010,0.0
18-09-2010,30.5
19-09-2010,16.0
20-09-2010,0.0
21-09-2010,8.8
22-09-2010,3.5
23-09-2010,19.9
24-09-2010,1.6
25-09-2010,9.4
26-09-2010,60.0
27-09-2010,1.3
28-09-2010,3.4
29-09-2010,11.1
30-09-2010,0.3
01-10-2010,51.6
02-10-2010,0.0
03-10-2010,89.9
04-10-2010,9.6
05-10-2010,6.8
06-10-2010,43.8
07-10-2010,24.0
08-10-2010,0.2
09-10-2010,0.0
10-10-2010,5.0
11-10-2010,0.0
12-10-2010,10.0
13-10-2010,2.3
14-10-2010,0.0
15-10-2010,0.0
16-10-2010,0.0
17-10-2010,6.4
18-10-2010,0.0
19-10-2010,0.5
20-10-2010,15.8
21-10-2010,0.0
22-10-2010,0.0
23-10-2010,10.0
24-10-2010,26.2
25-10-2010,0.5
26-10-2010,8.8
27-10-2010,11.1
28-10-2010,4.1
29-10-2010,0.0
30-10-2010,0.0
31-10-2010,0.1
01-11-2010,8.2
02-11-2010,12.5
03-11-2010,0.0
04-11-2010,27.8
05-11-2010,11.0
06-11-2010,3.2
07-11-2010,7.4
08-11-2010,0.2
09-11-2010,4.0
10-11-2010,48.8
11-11-2010,2.8
12-11-2010,3.5
13-11-2010,2.8
14-11-2010,0.4
15-11-2010,0.0
16-11-2010,13.4
17-11-2010,8.5
18-11-2010,1.4
19-11-2010,4.5
20-11-2010,19.8
21-11-2010,0.0
22-11-2010,0.0
23-11-2010,0.0
24-11-2010,0.0
25-11-2010,0.0
26-11-2010,92.5
27-11-2010,0.0
28-11-2010,0.0
29-11-2010,4.6
30-11-2010,40.0
01-12-2010,1.7
02-12-2010,1.0
03-12-2010,99.2
04-12-2010,31.8
05-12-2010,0.6
06-12-2010,0.9
07-12-2010,0.0
08-12-2010,15.8
09-12-2010,0.0
10-12-2010,3.2
11-12-2010,30.0
12-12-2010,4.8
13-12-2010,9.0
14-12-2010,0.0
15-12-2010,5.7
16-12-2010,42.6
17-12-2010,0.0
18-12-2010,0.0
19-12-2010,0.0
20-12-2010,0.0
21-12-2010,38.8
22-12-2010,38.4
23-12-2010,0.0
24-12-2010,0.0
25-12-2010,6.7
26-12-2010,16.2
27-12-2010,20.9
28-12-2010,24.7
29-12-2010,5.3
30-12-2010,6.8
31-12-2010,0.8
01-01-2011,0.0
02-01-2011,4.5
03-01-2011,0.0
04-01-2011,49.9
05-01-2011,0.0
06-01-2011,10.0
07-01-2011,0.2
08-01-2011,0.0
09-01-2011,0.0
10-01-2011,4.4
11-01-2011,4.0
12-01-2011,2.0
13-01-2011,9.0
14-01-2011,3.7
15-01-2011,4.3
16-01-2011,0.0
17-01-2011,0.0
18-01-2011,0.0
19-01-2011,0.0
20-01-2011,0.0
21-01-2011,0.0
22-01-2011,10.8
23-01-2011,8.2
24-01-2011,0.2
25-01-2011,3.2
26-01-2011,16.1
27-01-2011,0.3
28-01-2011,0.1
29-01-2011,67.4
30-01-2011,27.0
31-01-2011,44.6
01-02-2011,0.0
02-02-2011,0.0
03-02-2011,0.5
04-02-2011,3.5
05-02-2011,29.2
06-02-2011,29.2
07-02-2011,0.0
08-02-2011,0.0
09-02-2011,0.0
10-02-2011,0.0
11-02-2011,2.7
12-02-2011,0.0
13-02-2011,0.0
14-02-2011,0.0
15-02-2011,69.4
16-02-2011,0.2
17-02-2011,0.0
18-02-2011,0.0
19-02-2011,36.0
20-02-2011,7.6
21-02-2011,0.0
22-02-2011,0.0
23-02-2011,0.0
24-02-2011,0.0
25-02-2011,0.0
26-02-2011,0.0
27-02-2011,0.2
28-02-2011,1.9
01-03-2011,0.0
02-03-2011,1.0
03-03-2011,20.0
04-03-2011,0.0
05-03-2011,0.0
06-03-2011,0.0
07-03-2011,0.0
08-03-2011,7.0
09-03-2011,8.4
10-03-2011,46.1
11-03-2011,24.0
12-03-2011,10.0
13-03-2011,7.4
14-03-2011,30.0
15-03-2011,0.1
16-03-2011,0.0
17-03-2011,1.0
18-03-2011,0.9
19-03-2011,5.3
20-03-2011,12.8
21-03-2011,0.9
22-03-2011,30.1
23-03-2011,0.0
24-03-2011,0.6
25-03-2011,1.1
26-03-2011,11.1
27-03-2011,0.0
28-03-2011,0.0
29-03-2011,0.0
30-03-2011,0.0
31-03-2011,0.0
01-04-2011,0.0
02-04-2011,5.8
03-04-2011,4.9
04-04-2011,4.2
05-04-2011,10.5
06-04-2011,6.1
07-04-2011,0.0
08-04-2011,0.0
09-04-2011,10.0
10-04-2011,11.0
11-04-2011,11.2
12-04-2011,0.8
13-04-2011,0.0
14-04-2011,5.0
15-04-2011,33.8
16-04-2011,1.1
17-04-2011,0.0
18-04-2011,0.0
19-04-2011,14.5
20-04-2011,28.0
21-04-2011,0.2
22-04-2011,0.0
23-04-2011,2.0
24-04-2011,1.5
25-04-2011,0.0
26-04-2011,69.7
27-04-2011,1.8
28-04-2011,0.0
29-04-2011,28.3
30-04-2011,0.0
01-05-2011,14.6
02-05-2011,0.0
03-05-2011,0.2
04-05-2011,1.0
05-05-2011,0.0
06-05-2011,4.7
07-05-2011,0.0
08-05-2011,0.0
09-05-2011,0.0
10-05-2011,0.0
11-05-2011,0.0
12-05-2011,19.6
13-05-2011,35.5
14-05-2011,8.4
15-05-2011,0.0
16-05-2011,6.3
17-05-2011,12.6
18-05-2011,1.2
19-05-2011,39.6
20-05-2011,0.1
21-05-2011,3.6
22-05-2011,2.6
23-05-2011,0.0
24-05-2011,0.0
25-05-2011,0.1
26-05-2011,0.1
27-05-2011,5.8
28-05-2011,4.0
29-05-2011,5.9
30-05-2011,11.3
31-05-2011,0.2
01-06-2011,1.0
02-06-2011,0.5
03-06-2011,0.0
04-06-2011,51.5
05-06-2011,0.3
06-06-2011,4.0
07-06-2011,48.4
08-06-2011,0.1
09-06-2011,0.2
10-06-2011,0.0
11-06-2011,0.0
12-06-2011,0.0
13-06-2011,0.0
14-06-2011,0.1
15-06-2011,0.0
16-06-2011,5.7
17-06-2011,0.0
18-06-2011,0.0
19-06-2011,0.0
20-06-2011,0.0
21-06-2011,0.0
22-06-2011,0.0
23-06-2011,4.7
24-06-2011,0.0
25-06-2011,0.0
26-06-2011,1.2
27-06-2011,62.8
28-06-2011,76.1
29-06-2011,0.1
30-06-2011,0.9
01-07-2011,0.0
02-07-2011,0.0
03-07-2011,9.5
04-07-2011,0.0
05-07-2011,0.0
06-07-2011,0.0
07-07-2011,0.0
08-07-2011,0.0
09-07-2011,0.0
10-07-2011,0.0
11-07-2011,0.0
12-07-2011,0.0
13-07-2011,0.7
14-07-2011,0.0
15-07-2011,34.2
16-07-2011,0.1
17-07-2011,0.0
18-07-2011,0.0
19-07-2011,0.1
20-07-2011,0.0
21-07-2011,0.0
22-07-2011,2.0
23-07-2011,9.5
24-07-2011,0.0
25-07-2011,22.0
26-07-2011,0.0
27-07-2011,0.0
28-07-2011,0.0
29-07-2011,0.0
30-07-2011,0.0
31-07-2011,0.0
01-08-2011,0.0
02-08-2011,0.0
03-08-2011,23.8
04-08-2011,0.0
05-08-2011,0.0
06-08-2011,0.0
07-08-2011,0.0
08-08-2011,6.8
09-08-2011,0.6
10-08-2011,4.5
11-08-2011,24.6
12-08-2011,25.6
13-08-2011,1.0
14-08-2011,3.3
15-08-2011,0.0
16-08-2011,0.0
17-08-2011,77.0
18-08-2011,0.0
19-08-2011,0.0
20-08-2011,0.0
21-08-2011,0.0
22-08-2011,0.0
23-08-2011,0.0
24-08-2011,0.0
25-08-2011,0.0
26-08-2011,0.0
27-08-2011,0.0
28-08-2011,0.0
29-08-2011,1.3
30-08-2011,0.2
31-08-2011,0.0
01-09-2011,0.0
02-09-2011,31.4
03-09-2011,63.7
04-09-2011,0.0
05-09-2011,0.6
06-09-2011,3.3
07-09-2011,11.7
08-09-2011,25.9
09-09-2011,0.0
10-09-2011,0.0
11-09-2011,0.3
12-09-2011,1.0
13-09-2011,15.3
14-09-2011,6.7
15-09-2011,0.1
16-09-2011,0.0
17-09-2011,0.0
18-09-2011,0.0
19-09-2011,14.6
20-09-2011,0.2
21-09-2011,20.0
22-09-2011,0.0
23-09-2011,0.0
24-09-2011,0.0
25-09-2011,0.0
26-09-2011,0.0
27-09-2011,0.0
28-09-2011,0.0
29-09-2011,0.0
30-09-2011,0.0
01-10-2011,1.6
02-10-2011,0.4
03-10-2011,0.0
04-10-2011,12.0
05-10-2011,0.0
06-10-2011,30.8
07-10-2011,0.0
08-10-2011,9.4
09-10-2011,0.4
10-10-2011,45.5
11-10-2011,30.0
12-10-2011,0.0
13-10-2011,67.2
14-10-2011,0.0
15-10-2011,0.0
16-10-2011,0.0
17-10-2011,7.6
18-10-2011,6.0
19-10-2011,0.4
20-10-2011,31.1
21-10-2011,0.1
22-10-2011,5.0
23-10-2011,0.7
24-10-2011,4.2
25-10-2011,0.8
26-10-2011,5.7
27-10-2011,17.0
28-10-2011,21.0
29-10-2011,0.0
30-10-2011,7.7
31-10-2011,20.6
01-11-2011,2.9
02-11-2011,0.0
03-11-2011,3.0
04-11-2011,10.2
05-11-2011,0.0
06-11-2011,11.1
07-11-2011,0.0
08-11-2011,0.0
09-11-2011,13.7
10-11-2011,3.4
11-11-2011,0.0
12-11-2011,3.2
13-11-2011,0.0
14-11-2011,0.5
15-11-2011,0.0
16-11-2011,3.0
17-11-2011,3.4
18-11-2011,4.9
19-11-2011,88.9
20-11-2011,0.0
21-11-2011,0.0
22-11-2011,53.3
23-11-2011,18.0
24-11-2011,13.4
25-11-2011,0.0
26-11-2011,0.0
27-11-2011,26.2
28-11-2011,75.5
29-11-2011,41.1
30-11-2011,0.1
01-12-2011,71.6
02-12-2011,51.9
03-12-2011,24.4
04-12-2011,0.0
05-12-2011,38.2
06-12-2011,0.0
07-12-2011,0.0
08-12-2011,4.2
09-12-2011,18.0
10-12-2011,6.0
11-12-2011,0.0
12-12-2011,0.0
13-12-2011,0.0
14-12-2011,0.0
15-12-2011,7.2
16-12-2011,1.9
17-12-2011,0.0
18-12-2011,4.5
19-12-2011,1.6
20-12-2011,0.0
21-12-2011,6.5
22-12-2011,4.4
23-12-2011,2.1
24-12-2011,2.9
25-12-2011,15.7
26-12-2011,1.5
27-12-2011,27.6
28-12-2011,30.4
29-12-2011,31.0
30-12-2011,4.6
31-12-2011,0.0
01-01-2012,0.0
02-01-2012,18.6
03-01-2012,0.0
04-01-2012,3.2
05-01-2012,0.0
06-01-2012,43.9
07-01-2012,17.3
08-01-2012,4.6
09-01-2012,1.2
10-01-2012,6.6
11-01-2012,22.2
12-01-2012,14.5
13-01-2012,0.0
14-01-2012,5.6
15-01-2012,0.0
16-01-2012,0.1
17-01-2012,3.0
18-01-2012,0.4
19-01-2012,6.6
20-01-2012,0.0
21-01-2012,0.0
22-01-2012,2.3
23-01-2012,4.2
24-01-2012,5.0
25-01-2012,2.0
26-01-2012,0.0
27-01-2012,52.4
28-01-2012,0.6
29-01-2012,0.0
30-01-2012,0.0
31-01-2012,1.4
01-02-2012,0.0
02-02-2012,0.7
03-02-2012,1.7
04-02-2012,0.0
05-02-2012,5.4
06-02-2012,4.7
07-02-2012,0.0
08-02-2012,28.4
09-02-2012,7.4
10-02-2012,0.0
11-02-2012,11.8
12-02-2012,4.1
13-02-2012,0.4
14-02-2012,18.4
15-02-2012,22.7
16-02-2012,7.1
17-02-2012,26.0
18-02-2012,12.9
19-02-2012,50.9
20-02-2012,50.9
21-02-2012,0.0
22-02-2012,12.8
23-02-2012,0.0
24-02-2012,15.8
25-02-2012,33.3
26-02-2012,46.7
27-02-2012,2.0
28-02-2012,0.0
29-02-2012,2.5
01-03-2012,20.0
02-03-2012,3.4
03-03-2012,34.0
04-03-2012,0.0
05-03-2012,30.0
06-03-2012,0.1
07-03-2012,12.5
08-03-2012,28.3
09-03-2012,28.3
10-03-2012,0.0
11-03-2012,42.8
12-03-2012,0.0
13-03-2012,0.2
14-03-2012,102.0
15-03-2012,2.9
16-03-2012,36.8
17-03-2012,10.9
18-03-2012,0.2
19-03-2012,2.2
20-03-2012,1.4
21-03-2012,0.0
22-03-2012,5.2
23-03-2012,0.0
24-03-2012,34.0
25-03-2012,0.0
26-03-2012,0.0
27-03-2012,12.5
28-03-2012,5.3
29-03-2012,14.7
30-03-2012,23.2
31-03-2012,0.0
01-04-2012,27.7
02-04-2012,7.6
03-04-2012,1.1
04-04-2012,0.2
05-04-2012,45.0
06-04-2012,0.0
07-04-2012,4.1
08-04-2012,7.4
09-04-2012,0.6
10-04-2012,0.4
11-04-2012,13.8
12-04-2012,0.0
13-04-2012,2.1
14-04-2012,46.8
15-04-2012,0.2
16-04-2012,0.0
17-04-2012,0.0
18-04-2012,0.1
19-04-2012,5.6
20-04-2012,16.2
21-04-2012,1.5
22-04-2012,40.0
23-04-2012,0.0
24-04-2012,7.2
25-04-2012,0.0
26-04-2012,0.8
27-04-2012,0.6
28-04-2012,7.4
29-04-2012,0.1
30-04-2012,0.0
01-05-2012,0.0
02-05-2012,0.0
03-05-2012,3.0
04-05-2012,0.0
05-05-2012,2.1
06-05-2012,0.0
07-05-2012,25.1
08-05-2012,0.0
09-05-2012,0.0
10-05-2012,0.0
11-05-2012,0.0
12-05-2012,15.1
13-05-2012,1.0
14-05-2012,0.0
15-05-2012,0.0
16-05-2012,0.0
17-05-2012,0.0
18-05-2012,0.5
19-05-2012,0.0
20-05-2012,26.5
21-05-2012,0.2
22-05-2012,0.0
23-05-2012,0.8
24-05-2012,3.7
25-05-2012,0.0
26-05-2012,0.6
27-05-2012,0.0
28-05-2012,0.0
29-05-2012,41.8
30-05-2012,0.0
31-05-2012,13.9
01-06-2012,4.2
02-06-2012,0.0
03-06-2012,0.0
04-06-2012,0.0
05-06-2012,0.0
06-06-2012,9.2
07-06-2012,0.0
08-06-2012,0.0
09-06-2012,35.1
10-06-2012,0.7
11-06-2012,0.0
12-06-2012,0.0
13-06-2012,0.0
14-06-2012,0.0
15-06-2012,0.0
16-06-2012,0.0
17-06-2012,0.0
18-06-2012,0.0
19-06-2012,0.0
20-06-2012,0.0
21-06-2012,0.0
22-06-2012,0.0
23-06-2012,0.0
24-06-2012,10.0
25-06-2012,10.0
26-06-2012,0.0
27-06-2012,3.7
28-06-2012,3.7
29-06-2012,0.0
30-06-2012,0.0
01-07-2012,0.0
02-07-2012,0.0
03-07-2012,34.7
04-07-2012,0.0
05-07-2012,0.0
06-07-2012,32.3
07-07-2012,5.8
08-07-2012,77.8
09-07-2012,0.5
10-07-2012,0.0
11-07-2012,2.7
12-07-2012,0.5
13-07-2012,0.2
14-07-2012,35.7
15-07-2012,0.0
16-07-2012,36.6
17-07-2012,0.0
18-07-2012,13.3
19-07-2012,78.6
20-07-2012,0.9
21-07-2012,0.0
22-07-2012,0.0
23-07-2012,0.5
24-07-2012,15.6
25-07-2012,96.0
26-07-2012,96.0
27-07-2012,0.0
28-07-2012,0.0
29-07-2012,0.0
30-07-2012,0.0
