date,rainfall
31-07-2012,0.0
01-08-2012,0.0
02-08-2012,0.0
03-08-2012,0.0
04-08-2012,0.0
05-08-2012,0.0
06-08-2012,0.0
07-08-2012,0.0
08-08-2012,0.0
09-08-2012,0.0
10-08-2012,7.6
11-08-2012,0.0
12-08-2012,0.0
13-08-2012,0.0
14-08-2012,0.0
15-08-2012,0.0
16-08-2012,0.0
17-08-2012,58.1
18-08-2012,10.0
19-08-2012,0.0
20-08-2012,46.0
21-08-2012,2.2
22-08-2012,0.0
23-08-2012,7.5
24-08-2012,3.0
25-08-2012,0.0
26-08-2012,0.2
27-08-2012,140.0
28-08-2012,0.3
29-08-2012,50.4
30-08-2012,3.4
31-08-2012,0.0
01-09-2012,0.0
02-09-2012,0.0
03-09-2012,0.0
04-09-2012,0.4
05-09-2012,0.4
06-09-2012,0.0
07-09-2012,0.0
08-09-2012,0.0
09-09-2012,6.3
10-09-2012,0.0
11-09-2012,0.0
12-09-2012,0.0
13-09-2012,0.0
14-09-2012,0.0
15-09-2012,0.0
16-09-2012,3.5
17-09-2012,0.0
18-09-2012,0.0
19-09-2012,50.0
20-09-2012,0.0
21-09-2012,0.0
22-09-2012,0.0
23-09-2012,0.0
24-09-2012,0.0
25-09-2012,0.0
26-09-2012,0.0
27-09-2012,0.0
28-09-2012,4.7
29-09-2012,2.0
30-09-2012,0.8
01-10-2012,0.1
02-10-2012,0.1
03-10-2012,0.0
04-10-2012,0.0
05-10-2012,0.5
06-10-2012,0.0
07-10-2012,0.0
08-10-2012,7.1
09-10-2012,0.0
10-10-2012,11.3
11-10-2012,50.2
12-10-2012,0.4
13-10-2012,69.9
14-10-2012,15.1
15-10-2012,25.7
16-10-2012,1.9
17-10-2012,15.0
18-10-2012,16.9
19-10-2012,83.3
20-10-2012,5.8
21-10-2012,10.0
22-10-2012,0.0
23-10-2012,0.5
24-10-2012,11.6
25-10-2012,23.9
26-10-2012,0.7
27-10-2012,10.0
28-10-2012,29.9
29-10-2012,6.1
30-10-2012,10.8
31-10-2012,10.0
01-11-2012,30.0
02-11-2012,10.0
03-11-2012,3.0
04-11-2012,10.0
05-11-2012,10.0
06-11-2012,12.6
07-11-2012,0.2
08-11-2012,7.3
09-11-2012,0.4
10-11-2012,10.0
11-11-2012,20.0
12-11-2012,0.2
13-11-2012,10.0
14-11-2012,10.0
15-11-2012,0.3
16-11-2012,49.2
17-11-2012,0.0
18-11-2012,6.1
19-11-2012,2.6
20-11-2012,0.6
21-11-2012,6.5
22-11-2012,0.0
23-11-2012,0.6
24-11-2012,30.0
25-11-2012,24.8
26-11-2012,17.4
27-11-2012,17.4
28-11-2012,0.1
29-11-2012,4.5
30-11-2012,1.8
01-12-2012,13.9
02-12-2012,10.0
03-12-2012,13.6
04-12-2012,0.0
05-12-2012,5.1
06-12-2012,0.0
07-12-2012,14.3
08-12-2012,0.9
09-12-2012,1.3
10-12-2012,1.3
11-12-2012,0.8
12-12-2012,58.6
13-12-2012,0.0
14-12-2012,2.0
15-12-2012,0.3
16-12-2012,0.3
17-12-2012,16.8
18-12-2012,33.3
19-12-2012,18.0
20-12-2012,0.9
21-12-2012,15.7
22-12-2012,1.3
23-12-2012,1.8
24-12-2012,0.6
25-12-2012,4.3
26-12-2012,9.6
27-12-2012,5.2
28-12-2012,5.2
29-12-2012,3.6
30-12-2012,28.1
31-12-2012,20.8
01-01-2013,27.4
02-01-2013,0.0
03-01-2013,0.3
04-01-2013,2.1
05-01-2013,6.1
06-01-2013,0.0
07-01-2013,0.0
08-01-2013,3.8
09-01-2013,0.0
10-01-2013,2.0
11-01-2013,1.8
12-01-2013,0.0
13-01-2013,4.6
14-01-2013,0.0
15-01-2013,0.0
16-01-2013,0.0
17-01-2013,0.0
18-01-2013,0.0
19-01-2013,20.4
20-01-2013,0.0
21-01-2013,6.4
22-01-2013,0.0
23-01-2013,1.7
24-01-2013,7.9
25-01-2013,7.8
26-01-2013,0.0
27-01-2013,0.0
28-01-2013,0.0
29-01-2013,0.0
30-01-2013,7.7
31-01-2013,0.8
01-02-2013,4.2
02-02-2013,3.4
03-02-2013,2.3
04-02-2013,62.8
05-02-2013,6.7
06-02-2013,3.3
07-02-2013,8.1
08-02-2013,0.0
09-02-2013,17.3
10-02-2013,3.5
11-02-2013,6.8
12-02-2013,5.4
13-02-2013,8.2
14-02-2013,8.2
15-02-2013,6.9
16-02-2013,0.0
17-02-2013,56.3
18-02-2013,1.4
19-02-2013,10.7
20-02-2013,9.2
21-02-2013,5.3
22-02-2013,3.6
23-02-2013,2.2
24-02-2013,0.1
25-02-2013,1.2
26-02-2013,0.0
27-02-2013,1.7
28-02-2013,0.0
01-03-2013,0.0
02-03-2013,0.0
03-03-2013,0.5
04-03-2013,0.3
05-03-2013,6.9
06-03-2013,0.0
07-03-2013,7.0
08-03-2013,0.0
09-03-2013,0.0
10-03-2013,15.8
11-03-2013,15.8
12-03-2013,0.0
13-03-2013,0.0
14-03-2013,0.0
15-03-2013,0.8
16-03-2013,21.0
17-03-2013,6.8
18-03-2013,0.1
19-03-2013,0.0
20-03-2013,15.2
21-03-2013,0.5
22-03-2013,10.6
23-03-2013,4.0
24-03-2013,0.0
25-03-2013,11.9
26-03-2013,0.9
27-03-2013,59.3
28-03-2013,0.3
29-03-2013,1.2
30-03-2013,0.6
31-03-2013,9.6
01-04-2013,0.0
02-04-2013,0.0
03-04-2013,0.4
04-04-2013,10.1
05-04-2013,0.0
06-04-2013,60.0
07-04-2013,11.1
08-04-2013,0.0
09-04-2013,0.0
10-04-2013,8.0
11-04-2013,1.1
12-04-2013,15.0
13-04-2013,14.7
14-04-2013,0.5
15-04-2013,0.6
16-04-2013,0.0
17-04-2013,19.6
18-04-2013,10.5
19-04-2013,0.0
20-04-2013,0.0
21-04-2013,0.0
22-04-2013,0.6
23-04-2013,0.4
24-04-2013,0.4
25-04-2013,9.7
26-04-2013,0.0
27-04-2013,0.5
28-04-2013,0.0
29-04-2013,0.0
30-04-2013,0.0
01-05-2013,1.1
02-05-2013,0.0
03-05-2013,52.6
04-05-2013,0.0
05-05-2013,3.6
06-05-2013,16.6
07-05-2013,10.0
08-05-2013,0.3
09-05-2013,12.6
10-05-2013,12.5
11-05-2013,0.4
12-05-2013,0.1
13-05-2013,0.0
14-05-2013,0.4
15-05-2013,8.8
16-05-2013,31.7
17-05-2013,5.9
18-05-2013,0.5
19-05-2013,0.5
20-05-2013,3.2
21-05-2013,3.2
22-05-2013,1.5
23-05-2013,1.5
24-05-2013,5.0
25-05-2013,4.1
26-05-2013,1.6
27-05-2013,0.0
28-05-2013,4.8
29-05-2013,14.6
30-05-2013,24.5
31-05-2013,4.6
01-06-2013,0.0
02-06-2013,0.6
03-06-2013,0.0
04-06-2013,1.8
05-06-2013,0.6
06-06-2013,2.0
07-06-2013,0.2
08-06-2013,5.4
09-06-2013,9.5
10-06-2013,52.8
11-06-2013,15.7
12-06-2013,0.0
13-06-2013,0.0
14-06-2013,0.0
15-06-2013,0.0
16-06-2013,0.0
17-06-2013,1.8
18-06-2013,0.0
19-06-2013,0.0
20-06-2013,0.0
21-06-2013,0.0
22-06-2013,0.0
23-06-2013,0.0
24-06-2013,0.0
25-06-2013,0.6
26-06-2013,0.0
27-06-2013,3.0
28-06-2013,0.0
29-06-2013,0.0
30-06-2013,1.9
01-07-2013,4.1
02-07-2013,16.8
03-07-2013,0.2
04-07-2013,12.0
05-07-2013,17.0
06-07-2013,6.3
07-07-2013,0.0
08-07-2013,116.3
09-07-2013,1.0
10-07-2013,0.0
11-07-2013,10.3
12-07-2013,2.5
13-07-2013,2.1
14-07-2013,0.0
15-07-2013,0.8
16-07-2013,2.8
17-07-2013,47.7
18-07-2013,32.3
19-07-2013,0.0
20-07-2013,0.0
21-07-2013,0.0
22-07-2013,0.0
23-07-2013,0.0
24-07-2013,0.0
25-07-2013,1.1
26-07-2013,0.0
27-07-2013,28.7
28-07-2013,0.3
29-07-2013,5.0
30-07-2013,0.0
31-07-2013,0.0
01-08-2013,23.0
02-08-2013,0.0
03-08-2013,0.0
04-08-2013,0.0
05-08-2013,5.2
06-08-2013,0.0
07-08-2013,17.1
08-08-2013,0.4
09-08-2013,0.0
10-08-2013,2.5
11-08-2013,0.0
12-08-2013,0.0
13-08-2013,0.0
14-08-2013,0.0
15-08-2013,0.0
16-08-2013,0.0
17-08-2013,3.0
18-08-2013,0.0
19-08-2013,0.0
20-08-2013,0.0
21-08-2013,0.0
22-08-2013,0.0
23-08-2013,0.0
24-08-2013,0.0
25-08-2013,2.0
26-08-2013,0.0
27-08-2013,19.5
28-08-2013,31.0
29-08-2013,11.6
30-08-2013,26.5
31-08-2013,20.2
01-09-2013,0.6
02-09-2013,0.6
03-09-2013,4.6
04-09-2013,64.7
05-09-2013,69.8
06-09-2013,21.6
07-09-2013,0.0
08-09-2013,28.7
09-09-2013,2.2
10-09-2013,0.1
11-09-2013,0.4
12-09-2013,0.0
13-09-2013,0.0
14-09-2013,0.0
15-09-2013,0.0
16-09-2013,0.9
17-09-2013,37.7
18-09-2013,0.0
19-09-2013,0.0
20-09-2013,0.0
21-09-2013,0.0
22-09-2013,0.0
23-09-2013,0.0
24-09-2013,0.0
25-09-2013,0.0
26-09-2013,0.0
27-09-2013,0.0
28-09-2013,4.1
29-09-2013,0.0
30-09-2013,0.0
01-10-2013,4.3
02-10-2013,28.4
03-10-2013,11.2
04-10-2013,0.0
05-10-2013,20.2
06-10-2013,0.0
07-10-2013,40.4
08-10-2013,5.8
09-10-2013,0.0
10-10-2013,6.1
11-10-2013,6.6
12-10-2013,0.0
13-10-2013,44.0
14-10-2013,38.5
15-10-2013,6.0
16-10-2013,0.0
17-10-2013,3.4
18-10-2013,10.4
19-10-2013,1.0
20-10-2013,40.8
21-10-2013,5.0
22-10-2013,1.0
23-10-2013,0.0
24-10-2013,0.0
25-10-2013,0.0
26-10-2013,7.2
27-10-2013,14.3
28-10-2013,6.0
29-10-2013,0.6
30-10-2013,0.1
31-10-2013,24.0
01-11-2013,1.7
02-11-2013,0.6
03-11-2013,0.0
04-11-2013,2.5
05-11-2013,10.0
06-11-2013,0.0
07-11-2013,0.0
08-11-2013,29.6
09-11-2013,0.0
10-11-2013,0.1
11-11-2013,0.0
12-11-2013,0.5
13-11-2013,18.4
14-11-2013,14.2
15-11-2013,13.1
16-11-2013,4.6
17-11-2013,37.7
18-11-2013,12.6
19-11-2013,2.7
20-11-2013,0.0
21-11-2013,0.0
22-11-2013,7.4
23-11-2013,0.1
24-11-2013,3.1
25-11-2013,1.7
26-11-2013,0.0
27-11-2013,10.1
28-11-2013,0.0
29-11-2013,0.0
30-11-2013,0.0
01-12-2013,0.0
02-12-2013,2.8
03-12-2013,17.5
04-12-2013,0.0
05-12-2013,0.0
06-12-2013,95.4
07-12-2013,0.8
08-12-2013,52.2
09-12-2013,52.2
10-12-2013,26.5
11-12-2013,13.2
12-12-2013,11.0
13-12-2013,1.3
14-12-2013,9.5
15-12-2013,0.0
16-12-2013,1.7
17-12-2013,1.0
18-12-2013,0.0
19-12-2013,1.2
20-12-2013,12.5
21-12-2013,12.5
22-12-2013,0.0
23-12-2013,0.1
24-12-2013,4.4
25-12-2013,2.9
26-12-2013,0.0
27-12-2013,0.0
28-12-2013,28.5
29-12-2013,1.8
30-12-2013,5.5
31-12-2013,1.3
01-01-2014,0.0
02-01-2014,3.2
03-01-2014,0.5
04-01-2014,5.2
05-01-2014,30.2
06-01-2014,3.4
07-01-2014,4.6
08-01-2014,0.0
09-01-2014,7.2
10-01-2014,0.3
11-01-2014,0.1
12-01-2014,10.8
13-01-2014,10.4
14-01-2014,7.3
15-01-2014,0.0
16-01-2014,2.0
17-01-2014,3.0
18-01-2014,3.0
19-01-2014,3.0
20-01-2014,0.0
21-01-2014,0.0
22-01-2014,3.7
23-01-2014,0.0
24-01-2014,0.0
25-01-2014,0.0
26-01-2014,0.0
27-01-2014,0.0
28-01-2014,0.0
29-01-2014,0.0
30-01-2014,0.0
31-01-2014,0.0
01-02-2014,0.0
02-02-2014,0.0
03-02-2014,0.0
04-02-2014,0.0
05-02-2014,0.0
06-02-2014,0.0
07-02-2014,0.0
08-02-2014,0.0
09-02-2014,0.0
10-02-2014,0.0
11-02-2014,0.0
12-02-2014,0.0
13-02-2014,0.0
14-02-2014,0.0
15-02-2014,0.0
16-02-2014,0.0
17-02-2014,0.0
18-02-2014,0.0
19-02-2014,0.0
20-02-2014,0.0
21-02-2014,0.0
22-02-2014,0.0
23-02-2014,26.2
24-02-2014,0.0
25-02-2014,0.0
26-02-2014,0.0
27-02-2014,0.0
28-02-2014,0.0
01-03-2014,0.0
02-03-2014,0.0
03-03-2014,0.0
04-03-2014,0.0
05-03-2014,1.4
06-03-2014,0.0
07-03-2014,0.0
08-03-2014,0.0
09-03-2014,0.0
10-03-2014,0.0
11-03-2014,0.0
12-03-2014,0.0
13-03-2014,0.0
14-03-2014,0.0
15-03-2014,0.0
16-03-2014,0.0
17-03-2014,1.2
18-03-2014,11.1
19-03-2014,0.7
20-03-2014,1.3
21-03-2014,10.9
22-03-2014,20.7
23-03-2014,0.0
24-03-2014,0.0
25-03-2014,0.0
26-03-2014,0.0
27-03-2014,0.0
28-03-2014,0.0
29-03-2014,0.0
30-03-2014,53.7
31-03-2014,0.0
01-04-2014,49.2
02-04-2014,5.2
03-04-2014,5.2
04-04-2014,11.0
05-04-2014,6.3
06-04-2014,3.0
07-04-2014,34.5
08-04-2014,34.5
09-04-2014,0.0
10-04-2014,39.0
11-04-2014,1.0
12-04-2014,35.2
13-04-2014,58.2
14-04-2014,1.0
15-04-2014,1.0
16-04-2014,5.3
17-04-2014,0.0
18-04-2014,28.5
19-04-2014,28.5
20-04-2014,9.5
21-04-2014,1.0
22-04-2014,1.5
23-04-2014,2.2
24-04-2014,0.2
25-04-2014,0.0
26-04-2014,0.0
27-04-2014,42.7
28-04-2014,42.7
29-04-2014,42.7
30-04-2014,3.6
01-05-2014,0.0
02-05-2014,0.0
03-05-2014,0.0
04-05-2014,7.0
05-05-2014,7.0
06-05-2014,0.0
07-05-2014,0.0
08-05-2014,6.5
09-05-2014,0.0
10-05-2014,0.0
11-05-2014,0.0
12-05-2014,0.0
13-05-2014,1.4
14-05-2014,0.0
15-05-2014,0.0
16-05-2014,1.0
17-05-2014,0.0
18-05-2014,7.5
19-05-2014,29.0
20-05-2014,0.0
21-05-2014,0.0
22-05-2014,0.0
23-05-2014,0.0
24-05-2014,0.4
25-05-2014,0.4
26-05-2014,0.4
27-05-2014,18.2
28-05-2014,8.8
29-05-2014,8.8
30-05-2014,0.0
31-05-2014,29.1
01-06-2014,0.0
02-06-2014,0.0
03-06-2014,0.0
04-06-2014,0.0
05-06-2014,2.0
06-06-2014,1.1
07-06-2014,1.1
08-06-2014,0.8
09-06-2014,0.0
10-06-2014,0.0
11-06-2014,0.0
12-06-2014,0.0
13-06-2014,1.5
14-06-2014,65.3
15-06-2014,0.6
16-06-2014,0.2
17-06-2014,0.0
18-06-2014,0.0
19-06-2014,26.1
20-06-2014,0.0
21-06-2014,0.0
22-06-2014,0.0
23-06-2014,0.0
24-06-2014,0.0
25-06-2014,0.2
26-06-2014,0.0
27-06-2014,1.0
28-06-2014,3.3
29-06-2014,0.0
30-06-2014,0.0
01-07-2014,2.2
02-07-2014,0.0
03-07-2014,0.0
04-07-2014,0.0
05-07-2014,6.5
06-07-2014,22.8
07-07-2014,22.8
08-07-2014,22.8
09-07-2014,0.0
10-07-2014,5.3
11-07-2014,0.0
12-07-2014,0.0
13-07-2014,51.6
14-07-2014,0.0
15-07-2014,0.0
16-07-2014,0.0
17-07-2014,5.3
18-07-2014,62.3
19-07-2014,2.0
20-07-2014,10.5
21-07-2014,0.0
22-07-2014,0.0
23-07-2014,0.0
24-07-2014,0.0
25-07-2014,0.0
26-07-2014,0.0
27-07-2014,0.0
28-07-2014,0.0
29-07-2014,0.0
30-07-2014,0.0
31-07-2014,26.6
01-08-2014,4.9
02-08-2014,0.0
03-08-2014,0.0
04-08-2014,0.0
05-08-2014,0.0
06-08-2014,2.9
07-08-2014,0.0
08-08-2014,1.4
09-08-2014,1.4
10-08-2014,1.6
11-08-2014,21.0
12-08-2014,0.0
13-08-2014,3.3
14-08-2014,1.7
15-08-2014,1.7
16-08-2014,0.0
17-08-2014,0.0
18-08-2014,0.2
19-08-2014,0.0
20-08-2014,0.0
21-08-2014,0.3
22-08-2014,30.8
23-08-2014,23.3
24-08-2014,62.4
25-08-2014,1.4
26-08-2014,0.0
27-08-2014,28.3
28-08-2014,28.3
29-08-2014,1.2
30-08-2014,0.0
31-08-2014,0.0
01-09-2014,0.0
02-09-2014,0.0
03-09-2014,0.0
04-09-2014,0.0
05-09-2014,0.0
06-09-2014,0.0
07-09-2014,3.5
08-09-2014,0.0
09-09-2014,1.0
10-09-2014,0.0
11-09-2014,0.0
12-09-2014,0.0
13-09-2014,0.0
14-09-2014,0.0
15-09-2014,0.0
16-09-2014,0.0
17-09-2014,0.0
18-09-2014,0.0
19-09-2014,0.0
20-09-2014,30.5
21-09-2014,3.7
22-09-2014,0.0
23-09-2014,0.0
24-09-2014,4.0
25-09-2014,24.3
26-09-2014,0.0
27-09-2014,0.0
28-09-2014,0.0
29-09-2014,0.0
30-09-2014,0.0
01-10-2014,0.0
02-10-2014,0.0
03-10-2014,0.0
04-10-2014,0.0
05-10-2014,9.9
06-10-2014,0.0
07-10-2014,0.0
08-10-2014,0.0
09-10-2014,0.0
10-10-2014,0.0
11-10-2014,0.0
12-10-2014,0.0
13-10-2014,0.4
14-10-2014,0.4
15-10-2014,0.0
16-10-2014,0.0
17-10-2014,7.5
18-10-2014,7.5
19-10-2014,36.1
20-10-2014,4.5
21-10-2014,0.0
22-10-2014,0.1
23-10-2014,0.0
24-10-2014,0.0
25-10-2014,0.0
26-10-2014,12.9
27-10-2014,0.0
28-10-2014,0.1
29-10-2014,0.1
30-10-2014,21.0
31-10-2014,8.1
01-11-2014,0.0
02-11-2014,0.0
03-11-2014,0.0
04-11-2014,0.0
05-11-2014,0.4
06-11-2014,25.6
07-11-2014,0.2
08-11-2014,9.7
09-11-2014,6.7
10-11-2014,6.7
11-11-2014,0.0
12-11-2014,7.6
13-11-2014,1.5
14-11-2014,67.6
15-11-2014,0.6
16-11-2014,14.1
17-11-2014,21.0
18-11-2014,0.0
19-11-2014,0.0
20-11-2014,18.0
21-11-2014,0.1
22-11-2014,3.0
23-11-2014,0.5
24-11-2014,0.2
25-11-2014,0.0
26-11-2014,33.8
27-11-2014,15.4
28-11-2014,1.8
29-11-2014,0.2
30-11-2014,0.2
01-12-2014,0.0
02-12-2014,0.0
03-12-2014,1.5
04-12-2014,0.1
05-12-2014,0.0
06-12-2014,5.8
07-12-2014,7.8
08-12-2014,0.0
09-12-2014,20.4
10-12-2014,7.9
11-12-2014,0.0
12-12-2014,6.9
13-12-2014,6.9
14-12-2014,0.0
15-12-2014,35.9
16-12-2014,1.5
17-12-2014,41.0
18-12-2014,12.6
19-12-2014,4.8
20-12-2014,4.8
21-12-2014,0.0
22-12-2014,0.0
23-12-2014,0.0
24-12-2014,14.5
25-12-2014,63.6
26-12-2014,0.0
27-12-2014,13.1
28-12-2014,13.1
29-12-2014,0.8
30-12-2014,0.0
31-12-2014,15.7
01-01-2015,19.3
02-01-2015,9.4
03-01-2015,11.4
04-01-2015,0.6
05-01-2015,0.2
06-01-2015,17.6
07-01-2015,18.9
08-01-2015,7.8
09-01-2015,0.5
10-01-2015,14.7
11-01-2015,7.9
12-01-2015,6.7
13-01-2015,1.8
14-01-2015,0.0
15-01-2015,10.2
16-01-2015,10.2
17-01-2015,8.6
18-01-2015,7.6
19-01-2015,12.6
20-01-2015,35.7
21-01-2015,18.2
22-01-2015,17.2
23-01-2015,0.1
24-01-2015,0.2
25-01-2015,14.9
26-01-2015,0.8
27-01-2015,0.0
28-01-2015,0.0
29-01-2015,2.4
30-01-2015,20.6
31-01-2015,0.2
01-02-2015,10.9
02-02-2015,2.4
03-02-2015,2.8
04-02-2015,0.0
05-02-2015,0.0
06-02-2015,20.0
07-02-2015,0.2
08-02-2015,23.4
09-02-2015,23.4
10-02-2015,0.1
11-02-2015,18.0
12-02-2015,8.9
13-02-2015,8.9
14-02-2015,8.9
15-02-2015,8.9
16-02-2015,8.9
17-02-2015,8.9
18-02-2015,8.9
19-02-2015,8.9
20-02-2015,8.9
21-02-2015,8.9
22-02-2015,8.9
23-02-2015,8.9
24-02-2015,8.9
25-02-2015,8.9
26-02-2015,8.9
27-02-2015,8.9
28-02-2015,8.9
01-03-2015,1.2
02-03-2015,0.2
03-03-2015,14.3
